objectid,title,creator,date,work,discipline,subject,location,ocn,filename,format,latitude,longitude,type,description
ww4,Changes in the Economy of the Lummi Indians of Northwest Washington,Don Newman Taylor,1969,Thesis,Environmental Studies,Lummi Indians; Salmon fisheries--Washington (State); Economic changes; Sustenance fishing,Western Washington University,1130311099,https://cedar.wwu.edu/wwuet/918/,record,48.73468466,-122.4868612,Text,"A comparison and contrast of the Lummi Indian economy of northwest Washington between pre-white culture contact times and the present reveals a radical shift in the support base. There has been a decline in the traditional sustenance of fishing, and a movement toward industrial occupations as a means of livelihood. These new endeavors are spatially oriented away from the reservation. The purpose of this study is to confirm this trend and to analyze pertinent causal factors in the changing emphasis."
ww5,Epistemology of Ignorance and the Invisibility of Indigenous Peoples,Kimberly R. Peterson,2024,Thesis,Psychology,"Knowledge, Theory of; Ignorance (Theory of knowledge); White people--Race identity; Racism against Indigenous peoples; epistemology of ignorance; racism; White identity; sociocultural factors; intergroup processes, critical history",Western Washington University,1440000769,https://cedar.wwu.edu/wwuet/1314/,record,48.73468466,-122.4868612,Text,"Some cultural narratives in the United States prioritize White esteem and promote a superficial narrative of racial progress and equality. These same narratives influence psychological processes of ignoring history and denying racism (Nelson et al., 2012; Bonam et al., 2019) and play a part in the erasure of contemporary Indigenous peoples. We investigated how Native visibility could have an impact on interest in Native issues and systemic racism acknowledgment. When people learned about Pacific Northwest Native peoples’ past and present experiences with the environmental impact of dams, they demonstrated higher systemic racism acknowledgment through the process of having learned new information about local Native people compared to individuals who learned about the same topic with Native experiences made invisible. In addition, we aimed to understand how individual differences in personal ties to Native people and existing knowledge of PNW Native history influenced these effects. We found that individuals with closer ties with Native people tended to demonstrate more existing knowledge of PNW Native history, however, these effects did not interfere with the intervention’s ability to reduce systemic racism denial. Our findings suggest that Native visibility can enhance awareness of systemic racism and interest in contemporary Native issues, which challenges the normative state of education that often renders Native people invisible. Furthermore, we discuss how place-based history interventions may counteract identity-defensive reactions that previous research has demonstrated are related to avoidance and perpetuation of ignorance."
ww6,Excavating Archaeological Knowledge: An Archaeological Ethnography of Indigenizing Practices Within a Collaborative Field School Landscape,Isabella Pipp,2024,Thesis,Anthropology,Ethnoarchaeology--Study and teaching (Higher)--Stillaguamish Tribe of Indians of Washington; Ethnoarchaeology--Fieldwork--Stillaguamish Tribe of Indians of Washington; Ethnoarchaeology--Methodology; Archaeology--Study and teaching (Higher)--Stillaguamish Tribe of Indians of Washington; Archaeology--Fieldwork--Stillaguamish Tribe of Indians of Washington; Archaeology--Methodology; Community-based research--Stillaguamish Tribe of Indians of Washington; Fieldwork (Educational method)--Stillaguamish Tribe of Indians of Washington; Community archaeology--Stillaguamish Tribe of Indians of Washington; Stillaguamish Indians; Stillaguamish Tribe of Indians of Washington; Anticolonial archaeology; pedagogy; tribally-minded; Indigenous collaboration; archaeological methods,Western Washington University,1425181323,https://cedar.wwu.edu/wwuet/1264/,record,48.73468466,-122.4868612,Text,"This thesis outlines the results of the ethnographic archaeological research on the community-based participatory field school program undertaken in partnership between the Stillaguamish Tribe of Indians and Western Washington University–the Stillaguamish-WWU Collaborative Archaeological Field School. The use of an ethnographic reflection of Indigenous and university collaboration offers lessons for institutions teaching archaeology that transform pedagogical practices, uphold Tribal sovereignty, and challenge academic standards to archaeological field schools and research. Goals of this research include exploring the efficacy of methodology implemented within the field school and to create a body of work about the field school that is relevant to the Stillaguamish Tribe and Western Washington University co-directors, along with the field of archaeology and its practitioners. The analysis and application of participant experience supports designing a tribally-minded program and praxis of archaeology the Stillaguamish Way."
ww7,FACTORS AFFECTING INDIGENOUS STUDENT MOTIVATION IN K-12 PUBLIC SCHOOLS IN BRITISH COLUMBIA,Duane Penner,2023,Dissertation,Education Leadership and Inclusive Teaching,Indigenous; British Columbia; Abbotsford School District; Motivation; Colonization; Indigenous children--Education--British Columbia; Motivation in education--British Columbia; Indian students--British Columbia,Western Washington University,1391121753,https://cedar.wwu.edu/wwuet/1218/,record,48.73468466,-122.4868612,Text,"Many Indigenous Tribes within Canada, such as the Sto: Lo and Matsqui First Nations in British Columbia, with whom I work alongside in the Abbotsford School District, have struggled since the time of first contact and colonization to preserve and defend their culture and values. It is through truth, reconciliation, and the hope of working together that we may find common ground moving forward within our society. This research study considered Indigenous peoples’ narratives through interview questions and stories. The research question was what are factors that motivate student success in K-12 public schools in British Columbia, Canada? A small sample of K-12 graduates and faculty participants from within the Abbotsford School District who identified as Indigenous volunteered for the study. The intent was that their responses, their narratives, and their stories could further support motivation and success of more Indigenous students in K-12 public schools throughout British Columbia, Canada."
ww8,"Generations of Stewards: Re-Indigenizing Youth Leadership, Learning, and Conservation Education",Drew Slaney,2023,Thesis,Environmental Studies,"Indigenous; Native; Youth; Conservation; Education; Epistemology; Indigenous youth; Leadership; Conservation of natural resources--Study and teaching; Knowledge, Theory of",Western Washington University,1392658824,https://cedar.wwu.edu/wwuet/1226/,record,48.73468466,-122.4868612,Text,"My thesis is an exploratory case study into epistemologies (or worldviews) supported by organizations and agencies that develop outdoor conservation and education programs for Native youth called Native Youth Stewardship Programs (NYSPs). This subject relies on the content developed by Medin and Bang (2014) who state that an under-representation of Indigenous peoples in Science, Technology, Engineering, and Mathematics (STEM) fields is largely the result of epistemological conflicts between educators and Indigenous students. I hypothesize that there is a considerable epistemological difference between the conservation entities developing programs to engage Native youth. These differences may create significant barriers with youth recruitment, retention, and curriculum development that in turn can lead to the possibility of ineffective programming. My thesis begins the work of identifying where conflicts can occur between conservation educators and Native youth demographics through interviews with individuals involved with NYSPs development. In this study, I found evidence suggesting greater convergence in worldviews than believed in my initial hypothesis. Representatives from all three entities agreed that successful NYSPs depend on community-driven approaches. Mistrust and insufficient time investments were also commonly identified as the most significant barrier to successful NYSPs. Finally, conservation entity representatives also agreed that NYSPs are important in fostering relationships. This work helps develop pathways to more relevant and engaging conservation programs for Native youth."
ww9,"Identity politics at Grand Ronde: toward an ethnohistory of the tribes of the Willamette Valley, 1855-1901",Nora K. Pederson,2010,Thesis,Anthropology,Confederated Bands of Indians Residing in the Willamette Valley--History; Tribes--Oregon--Willamette River Valley--Ethnic identity; Ethnohistory--Oregon--Willamette River Valley; Indians of North America--Oregon--Politics and government; Indians of North America--Oregon--Government relations,Western Washington University,1001954564,https://cedar.wwu.edu/wwuet/100/,record,48.73468466,-122.4868612,Text,"In the 19th century the federal government and local Indian agents began a series of policies aimed at breaking down tribal distinctions at the Grand Ronde reservation in northwestern Oregon. The 'successes' of these assimilation policies were well documented by contemporary federal officials, missionaries and anthropologists. Today many ethnohistorians continue to write about the history of Grand Ronde as if tribes had dissolved by the end of the 19th century. Over the last 20 years most scholars who have written on 19th century identity at Grand Ronde view identity as a social phenomenon and try to incorporate indigenous perspectives, but they rely on ethnohistorical data consisting mainly of materials written by European and European American missionaries, federal officials and anthropologists, and the people who created most of this ethnohistorical data tended to systematically exclude descriptions of seemingly ambiguous tribal adaptations in favor of descriptions of compliance or noncompliance with standardized rules or theories made according to their own essentialist administrative categories. Some of the biases inherent in this data make it into today's narratives of tribal identity at Grand Ronde."
ww10,Knowing Nature: Plurinationality and Productivity in Ecuador’s Socialist State,Kelsey E. Gilman,2016,Thesis,History,Ecuador--Politics and government--1984-; Ecuador--History--1984-; Social movements--Ecuador; Indigenous peoples--Ecuador--Politics and government; Neoliberalism--Ecuador; Cultural pluralism--Ecuador; Hegemony--Ecuador,Western Washington University,952428340,https://cedar.wwu.edu/wwuet/481/,record,48.73468466,-122.4868612,Text,"I explore the relationship between Ecuador’s purported disengagement with neoliberalism in 2008, and the simultaneous inclusion of select indigenous knowledge in official state discourse. Focusing on the political space created for indigenous intellectuals, I examine how peasant groups are re-subalternized by claims to have solved the “indigenous question.” I analyze how market relations of power produce new discourses of equal opportunity, as well as new identities (“consumers” and “producers”), and seeks to educate their desires across the class spectrum to cultivate consent for vastly unequal distributions of power. I argue this hegemony is re/produced by a broader demographic than generally acknowledged: not just elites, but subaltern groups as well.

Using Ecuador as a case study, my research offers an alternative understanding of how neoliberalism works. Dominant narratives explain the ideology using predominantly political and economic categories of analysis, describing it as a repressive force that privileges elite class projects to accumulate wealth at the expense of society at large. While I agree that neoliberalism exacerbates economic inequalities, I find that political-economic analyses fall short of explaining why hierarchies shaped by market relations of power retain legitimacy despite political revolution and change. I argue that neoliberalism works by allowing subaltern groups to create limited space for themselves through appropriation of market discourses and identities, while simultanesouly excluding the “unproductive” aspects of their subalterneity. I explore how neoliberalism educates the desires of diversely classed groups to maintain its legitimacy as a social, cultural, and political ideology."
ww11,Misrepresentation as complicity: the genocide against indigenous Americans in high school history textbooks,Andrew C. Holcom,2010,Thesis,Anthropology,"Indians, Treatment of--North America--History--Textbooks; Indians of North America--Study and teaching; Genocide--North America--History--Textbooks; Holocaust, Jewish (1939-1945)--History--Textbooks",Western Washington University,643122964,https://cedar.wwu.edu/wwuet/50/,record,48.73468466,-122.4868612,Text,"Textbooks are the guiding documents for high school history courses in the United States, and states create their own education standards for their students. Washington State expects students to consider indigenous peoples' perspective on United States history to be one of genocide. Given this mandate, textbooks used in Washington State are responsible for presenting that perspective. That responsibility is primarily placed on textbooks because they represent a disproportionate amount of the curricular materials used in United States history classes across the country. A sample of six textbooks representing half of those currently used in Whatcom County, Washington, was analyzed for the inclusion of best practices for genocide education when discussing indigenous peoples. Textbooks were coded using content analysis of the text, images and captions, as well as semiotic analysis of selected images and their framing on the page. Texts' representations of victims of the Holocaust were used as a basis for comparison because of their universally recognized status as victims of genocide. My findings suggest that the perspectives of both groups of victims are inadequately represented in the textbooks, but in very different ways, and that these misrepresentations could be interpreted as complicity in continuing the genocides against the two groups."
ww12,Mothers' Roots Curriculum Project,Sonya Gobert,2017,Field Project,Environmental Studies,"Indian mothers--Teachings--Social life and customs; Swinomish Indians--Teachings--Social life and customs; Indians of North America--Teachings--Social life and customs; Swinomish Indians--Food; Ethnobotany--Washington (State); Plants, Useful--Washington (State); Medicinal plants--Washington (State); Wild plants, Edible--Washington (State); Indian cooking",Western Washington University,976001369,https://cedar.wwu.edu/wwuet/557/,record,48.73468466,-122.4868612,Text,"Since time immemorial, Indigenous mothers have taught their children how to survive in Indigenous way of being. When we remind our daughters of the strength, and the generations of resiliency and self-love before them, is when we will see real change. The truth is, when we teach our children their identity, we are giving them the tools to restore and rebuild their roots. These children are then the seeds which will be planted with the promise to grow in the awareness of true sovereignty, nationhood, and self-empowerment steeped in Indigenous truth which will ultimately trickle down in their own parenting and within the future generations of our peoples.

The Mother’s roots curriculum was written by a Blackfeet mother of five daughters and knows that it is the responsibility of the mother to teach her children the ways of her grandmothers. A young Blackfeet mother of five daughters had a dream she was out on the Two Medicine Buffalo Jumps on the Blackfeet reservation with her sister Elisha. They were looking for arrowheads scattered amongst old buffalo bones. The young mother looked down on the ground and spotted a red bead lying amongst the scattered buffalo bones. It was an old, old, old red bead that was a dried berry.

Because of this dream, I created a lesson titled “The Red Bead” and this is where the Blackfeet mother will start her journey in renewing her roots and teaching her children the ways of her grandmothers. Mothers’ roots is a curriculum framework that is intended to help Indigenous mothers renew their roots and teach children the ways of their grandmothers.

In this curriculum guide, you will find a summary of each lesson attached to each unit. Then you will find a set of three lesson plans that correspond with the four units in the Mothers’ roots. Included is a template of the Structure of the lessons that can be tailored to the needs of your Indigenous Mothers. This curriculum was designed as a framework for Indigenous mothers throughout the world to tailor to the needs of their mothers and children."
ww13,"
Peru's Musical Heritage of the Viceroyalty: The Creation of a National Identity",Fabiola Yupari,2019,Thesis,Music,Villancicos (Music)--Peru (Viceroyalty)--History and criticism; Church music--Peru--17th century--History and criticism; Church music--Peru--18th century--History and criticism,Western Washington University,1104802585,https://cedar.wwu.edu/wwuet/887/,record,48.73468466,-122.4868612,Text,"The music of Peru evolved through the centuries. The conquest of Peru introduced European polyphony to the natives. Since the natives found enthusiasm towards the music of the Spaniards, missionaries utilized and integrated musical instruction as part of the catechization of the natives. The First, Second, and Third Lima Councils standardized the conversion process and enforced restrictions on sacred music. Like Lima, Arequipa also had a vibrant musical culture but the music remains lost. The music during the colonial era transitioned from three phases: early Spanish, Italian, and Nationalism. Church music dominated nearly the entire epoch of the Viceroyalty. The early Spanish music had limited instrumentation and mainly used popular texts from Spain. After the arrival of the Italian composers the chapel expanded with string and wind instrumentalists. The peak of the revolution influenced patriotic songs that united all Peruvians for the cause."
ww14,Re-Presenting People: Critically Reviewing Existing Imagery of Traditional Coast Salish Lifeways and Creating New Images,Beatrice Franke,2022,Thesis,Anthropology,"Indigenous; Decolonization; Archaeology; Coast Salish; Northwest Coast; Native; Representation; Coast Salish Indians--Northwest, Pacific--Social life and customs; Decolonization--Northwest, Pacific",Western Washington University,1352260790,https://cedar.wwu.edu/wwuet/1147/,record,48.73468466,-122.4868612,Text,"Images are powerful communicators of ideas because they shape how people perceive and understand the past (Moser 1996, Arnold 2005). It is important to critically look at them with a decolonizing lens to ensure that the artists who make these images and the authors that use them do not imply harmful or disrespectful ideas about the people depicted. For my thesis, I critically examine how archaeologists and other authors present ideas about indigenous Northwest Coast and Coast Salish people’s traditional lifeways through images. By looking at existing images from my perspective as an archaeologist and artist and including perspectives from the Lummi Cultural Resource Preservation Commission, I consider how dominant colonial ideologies have influenced representations of past Northwest Coast and Coast Salish peoples. I have kept these ideas in mind when creating new images of past Coast Salish lifeways inspired by archaeological evidence."
ww15,"
Washington State’s Centennial Accord and the Role of Tribal Governments in Regional Comprehensive Planning Under the Growth Management Act and Associated Planning Laws",Elliott Winter,2019,Field Project,Environmental Studies,Washington (State). Growth Management Act; Indians of North America--Washington (State)--Government relations; Indians of North America--Washington (State)--Politics and government; County government--Washington (State); Land use--Washington (State)--Planning; Regional planning--Washington (State); Cooperation--Washington (State),Western Washington University,1102677345,https://cedar.wwu.edu/wwuet/863/,record,48.73468466,-122.4868612,Text,"Tribal governments in Washington State are important regional governments that exist in and border many counties. Tribal interests often extend beyond the boundaries of the reservation and into the county space where they may be affected by county and local government planning. Properly integrating tribal interest into regional comprehensive planning is necessary to reduce conflict and provide Indian tribes a seat at the government table.

The purpose of this project is to determine the extent to which planning laws, regulations, and policies within Washington State advance coordination with Indian tribes based on the government-to-government principles of the Centennial Accord, particularly those relating to the implementation of the state’s Growth Management Act (GMA). This project assesses the state’s legislative framework directing local governments in comprehensive planning with tribal governments and the adequacy of the state’s encouragement regarding tribal participation in the Growth Management Act comprehensive planning. This project is primarily concerned with determining if Washington State’s public policies adequately incorporate the interests of Indian tribes and allow for appropriate inclusion of tribal governments into regional planning, as outlined in the Growth Management Act’s eleventh goal.

This project utilizes template analysis for the identification of thematic codes in determining relevant laws and regulations. Initial templates were defined on review of relevant literature and prior knowledge of tribal interests. Initial templates were revised to further assess the data for relevant themes using codes for mandatory language and modes of participation. Secondary codes were cross-referenced with relevant literature and scholarly articles on cooperative planning with Indian tribes and planning principles.

The findings indicate a lack of GMA policies providing guidance to local governments regarding coordination with tribal governments. The small number of GMA policies also lack clear and precise language regarding the capacity with which local governments should cooperate with tribes. Ultimately, the GMA policies fail to adequately institute the guiding principles of the Centennial Accord. For the state to fulfill the GMA’s interjurisdictional coordination goal and more fully incorporate tribal government interest into regional planning structures, the GMA must be amended with clear and precise language regarding tribal inclusion in comprehensive planning and in what capacity. This project identifies possible amendments based on communicative and cooperative mechanisms within the Centennial Accord."
ww16,Who’s Nature? Ontological Narrative Dissonance Among Skagit River Fishery Coalitions,Jann Eberharter,2023,Thesis,Environmental Studies,Fishery management--Skagit River (B.C. and Wash.); Restoration ecology--Skagit River (B.C. and Wash.); Salmon--Skagit River (B.C. and Wash.); Salmon fisheries--Skagit River (B.C. and Wash.); Skagit River System Cooperative; Northwest Indian Fisheries Commission (Wash.),Western Washington University,1372193731,https://cedar.wwu.edu/wwuet/1160/,record,48.73468466,-122.4868612,Text,"My research investigates narratives within fisheries management for Washington state’s Skagit River, focusing on ecological restoration and diminishing salmon runs. I ask, how might differing narratives affect progress and reflect the ontological orientations of the fishery’s co-stewards? Asked with a twist, Who is Nature? (abbreviated Who’s Nature?), I aim to critique the classic Euro-American paradigm of nature and examine the connections between us, the who, and natural world? I hope my research illuminates these important questions. I selected three entities with varying Euro-American and Indigenous affiliations—the Skagit Watershed Council (SWC), Skagit River System Cooperative (SRSC), and Northwest Indian Fisheries Commission (NWIFC)—and then used Narrative Policy Framework to analyze literary devices of scale, villains, and victims in four publicly available documents from each entity. The results highlighted a statistically significant difference in who coalitions victimize. The SWC and SRSC only victimized nature, while the NWIFC portrayed both nature and humans as victims of ecological degradation and struggling salmon populations. I believe this dissonance is rooted in conceptions of humans as either separate from, or part of nature—perspectives that have implications for fisheries management, conservation policies and the future of salmon. If we continue to ignore these fundamental ontological differences, collaborative approaches are likely to fail, and the salmon crisis will only worsen."
ws1,"INDIGENOUS PROGRAM EVALUATION APPROACHES, FRAMEWORKS AND MODELS: A SYSTEMATIC REVIEW",Landon James Charlo,2024,Dissertation ,Kinesiology and Educational Psychology,Critical Indigenous Research Methodologies; Evaluation;  Indigenous  Relationship;  Systematic REview,Washington State University,1464351583,https://rex.libraries.wsu.edu/esploro/outputs/doctoral/INDIGENOUS-PROGRAM-EVALUATION-APPROACHES-FRAMEWORKS-AND/99901121439301842?institution=01ALLIANCE_WSU,record,46.73737064,-117.1796084,Text,"Indigenous program evaluation frameworks have been gaining recognition over the past two decades as a recommended alternative to traditional Western mainstream evaluation approaches by evaluators for Indigenous communities from the United States, Canada, Australia, and New Zealand. Indigenous evaluation frameworks have been generally described as participatory, culturally responsive, and reflecting community contexts. However, there remains a gap in knowledge about Indigenous evaluation conceptualizations, appropriate application of inquiry methods, and current and historical tensions that may limit the use and capacity of this emerging framework. Previous reviews on Indigenous program evaluation have limited their scope to health and wellness programs, extent of literature, and have not explored issues of power and policy regulations often imposed by outside funding agencies. In this systematic review of 39 articles, I provide a comprehensive summary of major and minor themes found to conceptualize Indigenous program evaluation approaches, frameworks, and models. Additionally, I identified Indigenous and Western mainstream methods that are used and recommended by Indigenous evaluation practitioners. Lastly, I explore issues of power and tensions that have shaped theory and practice, and how those critical issues are framing the future of Indigenous evaluation. The analysis of literature selected for this systematic review will help non-Indigenous evaluators, policy makers, and funding agencies become familiar with Indigenous community protocols and contextual factors important for relationship building and utilization. This dissertation concludes with recommendations for advancing an Indigenous evaluation framework that is responsive to community needs and satisfies funding agencies requirements."
ws2,Exploring the role of connection to place and traditional food in the health of five multigenerational Pacific Islander families,Sooyoun Park,2024,Thesis,Human Development,NHPI Health;  Identity;  Traditional way of Life;  Connection to Traditional Food;  Qualitative Methods;  Native Hawaiian;  Pacific Islanders,Washington State University,1483690106,https://rex.libraries.wsu.edu/esploro/outputs/graduate/Exploring-the-role-of-connection-to/99901125939601842?institution=01ALLIANCE_WSU,record,46.73737064,-117.1796084,Text,"As the population of Native Hawaiians and Pacific Islanders (NHPIs) migrating to the continent continues to grow, there is great need to more deeply understand their diverse experiences and needs. To address NHPIs’ health disparities, Pacific Islander health practitioners and community leaders have worked together to create preventative interventions and health programs that are more culturally-aligned. Although this is an important and exciting step forward, the centering of culturally-significant protective factors in healthcare and preventative health programs is still an emerging field, particularly regarding protective factors of connection to place and traditional food. This qualitative study explored the role of connection to place and traditional food in health and well-being through a secondary analysis of interviews with five multigenerational Pacific Islander families (14 participants total) around experiences with the healthcare and education systems. Using thematic analysis of the interviews, two major themes emerged around health and well-being: the importance of education and awareness to improve care for NHPIs, and the right to self-determination. Findings also revealed two themes around connection to place and traditional food: disconnection to place and traditional food are risk factors, and traditional food strengthens family relationships and cultural connectedness. The implications for future research in prevention science are discussed."
ws3,"CONNECTING TO THE GOOD LIFE: A SCOPING REVIEW, MULTIPLE SITE CASE STUDY, AND QUALITATIVE INQUIRY OF OUTDOOR AND LAND-BASED PREVENTION PROGRAMS FOR INDIGENOUS YOUTH",Faith M Price,2024,Dissertation ,Human Development,Indigenous;  intervention;  land-based;  Native;  outdoor ; prevention,Washington State University,1464351828,https://rex.libraries.wsu.edu/esploro/outputs/doctoral/CONNECTING-TO-THE-GOOD-LIFE-A/99901120939801842?institution=01ALLIANCE_WSU,record,46.73737064,-117.1796084,Text,"Grassroots outdoor and land-based programs have been developed and implemented in many Indigenous communities, indicating they are a culturally acceptable model for prevention. The literature available on these programs is growing, and outcomes show promise for Indigenous youth wellbeing. More research is needed, however, on how to design, implement and evaluate them. This dissertation aims to add to the knowledge base of prevention programs for Indigenous youth. Manuscript one is a scoping review of outdoor and land-based prevention programs for Indigenous youth that explores the extent of programs that exist, their characteristics, and the degree to which programs have undergone formal research studies. Manuscript two provides case studies of ten diverse, effective, outdoor and land-based programs and further examines common characteristics through an Indigenous framework for wellbeing. Lastly, manuscript three is a qualitative study of youth and parent perceptions of the core components of an outdoor program for Indigenous youth. The findings of these three studies may be a guide for Indigenous communities that seek to develop programs to promote the wellbeing of their youth."
ws4,Okláqa Hayona (To Speak of Hope): a Meta-Synthesis Elevating Indigenous Voices Against Suicide,Meenakshi Richardson,2023,Thesis,Human Development,Decolonization;  Indigenous Ways of Knowing;  Meta-syntheses;  Suicide prevention,Washington State University,1417022061,https://rex.libraries.wsu.edu/esploro/outputs/graduate/Okl%C3%A1qa-Hayona-To-Speak-of-Hope/99901019837501842?institution=01ALLIANCE_WSU,record,46.73737064,-117.1796084,Text,"Rates of suicidality amongst Indigenous Peoples are staggering and linked to the historical and ongoing settler-colonialism including land seizures, spiritual oppression, cultural disconnection, forced enculturation, and societal alienation. Most behavioral health research and programs, including suicide prevention among Indigenous Peoples, are rooted in a Eurocentric worldview and positivist research paradigm, but calls to “decolonize” public health are growing. Consistent with decolonial practices, Indigenous voices and perspectives must be centered in the development and evaluation of suicide prevention programs for Indigenous Peoples of the United States (IPoUS). Qualitative and data storytelling research approaches further support the uprooting of settler-colonial perspectives and align with a social justice orientation. The current study is a meta-synthesis of qualitative research on suicide prevention among Indigenous populations in the United States. Findings conclude little evidence for the centering of participant voices in the work. Applied thematic analysis surfaced 4 primary themes: (1) support preferences; (2) challenges to suicide prevention; (3) integration of culture as prevention; and (4) grounding relationships in prevention. The need for culturally centered programming and the inadequacy of ‘pan-Indian’ approaches are highlighted. Sub-themes highlight resiliency, kinship connection, and safe spaces to share cultural knowledge also emerge. Similar protective and risk factors for service utilization are addressed across subpopulations are also discussed. Implications of this work will further the decolonization of suicide prevention and aid in the promotion of culturally grounded prevention science strategies. Preventative programs that aim to mitigate suicide risk within Indigenous communities will be strengthened by grounding in an Indigenous Ways of Knowing framework to understand resilience and healing."
ws5,The Zooarchaeology of Reciprocal Kinship,Elliot Helmer,2024,Dissertation ,Anthropology,Coquille;  critical Indigenous studies ; decolonizing methodologies;  relationality;  zooarchaeology;  Oral History,Washington State University,1464351643,https://rex.libraries.wsu.edu/esploro/outputs/doctoral/The-Zooarchaeology-of-Reciprocal-Kinship-A/99901121440401842?institution=01ALLIANCE_WSU ,record,46.73737064,-117.1796084,Text,"Archaeologists have been grappling with the field’s settler colonial roots for the several decades, but archaeological theory and practice continue to frequently clash with Indigenous sovereignty and epistemologies. Schneider and Hayes (2020) advocate for a shift towards critical Indigenous theory and the “undisciplining” of archaeology. This dissertation therefore investigates the archaeological past outside of archaeology, by operationalizing an Indigenous research paradigm for zooarchaeological research. My research integrates oral history, ethnography, academic publications, and contemporary Tribal insight with critical Indigenous theory to address archaeological research questions within a paradigm defined explicitly by Coquille ontology. In 2018, the Coquille Indian Tribe (CIT) Cultural Resource Program performed data recovery and salvage work at site 35CS331, a shell midden inadvertently discovered during the construction of a private home in Bandon, OR. To demonstrate the analytical flexibility and robustness of practicing archaeology within an Indigenous research paradigm, I present three separate, but interrelated, case studies. The first case focuses on the sea mammal assemblage, with particular attention to the personal nature of Coquille relationships to their animal kin and its implications for choosing data and defining the scale of research. Second, I approach the shellfish assemblage by focusing on the ecological relationships between taxa and not solely their relative quantities. This reveals a strategy for intertidal management based on highly sophisticated and fine-grained ecological knowledge to balance the needs of current and future generations of both humans and shellfish. Finally, I synthesize the zooarchaeological assemblage with the rest of the data from 35CS331 and conclude not only that the primary shell midden deposit is associated with a single feasting event, but that the feast was embedded within a broader web of reciprocal gifting relationships that structured socioecological life for Coquille ancestors and their animal relatives."
ws6,Engaged Ethnobiology in the Maya Area,Amanda Margaret Thiel,2023,Dissertation ,Anthropology,"climate justice;  gastronomy;  Indigenous knowledge;  Mesoamerica;  Climate Change;  Ethnobotany
",Washington State University,1432100889,https://rex.libraries.wsu.edu/esploro/outputs/doctoral/Engaged-Ethnobiology-in-the-Maya-Area/99901019635201842?institution=01ALLIANCE_WSU,record,46.73737064,-117.1796084,Text,"Engaged ethnobiology investigates human-biota relations, while also following relevant codes of ethics and local customs for interacting; seeking to meet community members as equals in every way possible; recognizing and attempting to equalize the power differentials between locals and visitors; responding to local aims and priorities; and returning relevant benefits to collaborating communities according to their desires. The engaged ethnobiology in the Maya area presented herein investigates variation in ethnobotanical knowledge and praxis, traditional ecological knowledge (TEK), and traditional gastronomy in Guatemalan and southern Mexican communities using collaborative and applied ethnographic methods. It uses researcher’s and locals’ relationships and the information generated through research as catalysts to document, preserve, and revitalize traditional knowledge for the sake of current and future generations. Indigenous groups are actively working towards increased vitality and wellbeing in their communities, demonstrating the dynamic nature of local people to confront challenges and envision and create new futures. Engaged ethnobiologists can assist these efforts by contributing their ethnographic and natural science skills, and using their positionality as an outsider-insider to document TEK and share it, with whom and where it is appropriate, as decided in collaboration with local and Indigenous peoples. The work herein presents a series of case studies of these research processes and applied outcomes.The first study, “Homegarden Variation and Medicinal Plant Sharing Among the Q’eqchi’ Maya of Guatemala,” is a cultural-ecological study of Santa Lucía village home- gardening practices. It finds that a household’s distance from the main road and earning income at home (e.g., a shop) significantly predict medicinal plants in homegardens. Households cultivate various of the 200 + village homegarden species. Families share herbal medicines with kin and neighbors, to intra-village ecological, medical and social advantage. 
Study two, “Guatemalan Maya Q’eqchi’ Seasonal Calendar: Methods to Monitor Climate Change Locally,” examines how Santa Lucía villagers fathom local indicators of climate change. In response to villagers’ concerns surrounding ongoing weather pattern changes they identify as climate change driven, A. Medinaceli and I documented local traditional ecological knowledge (TEK) of queues and timing for local climate- and subsistence-related activities as a baseline for monitoring future activities and emic climate-related observations. We offer our methods to learn this TEK, and to design a visual seasonal calendar, intended as a locally-accessible tool to document monthly climate observations, agricultural and home garden activities, hunting, animal raising, and cultural activities during a complete annual cycle. 
Study 3 (Chapter 4) presents team research conducted in the villages adjacent to Chiapas, Mexico’s Parque Nacional Lagunas de Montebello (Montebello Lakes National Park, PNLM). It is a methods paper espousing collaborative Transformational Research (Schensul et al. 2014), an applied anthropology, participatory research methodological and theoretical orientation for researching local issues collaboratively while acknowledging the global-systemic context catalyzing those issues. Maya and Mestizo community residents and PNLM advisors called for park support in revitalizing traditional gastronomy to promote food sovereignty because commercial foods threaten to replace local foods and prevent continued traditional food and environmental learning. Our research team trained residents and park affiliates in ethnography to partner in recording traditional foodways, cuisine, and culinary practices. We offer samples of our resulting digital database and “recipe” videos that support local efforts towards gastronomic revitalization and continued engagement of communities in relevant research."
